area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
20344,"[[211, 355], [340, 620]]","[0.4841549295774648, 0.6380208333333334]",979.0,"[0.47966558043020807, 0.5184881133304386]",187214114.3151036,99159004.1420868,508600058.83025634,-0.37038058433387644,para
104,"[[226, 750], [235, 761]]","[0.40669014084507044, 0.984375]",40.0,"[0.4509615384615385, 0.48717948717948717]",2159.6954225352106,2440.7259224360255,3651.775390625,-0.6487199321904673,para
989,"[[238, 159], [266, 207]]","[0.44366197183098594, 0.23958333333333334]",119.0,"[0.4999128342805341, 0.5083262829904459]",358819.8099325117,245792.22004562608,731208.9771050363,-0.48804020688700467,para
1109,"[[261, 259], [288, 326]]","[0.4823943661971831, 0.3841145833333333]",152.0,"[0.47771480097900293, 0.5227152177372301]",566921.0325841769,233170.39303957619,1676181.8007897225,-0.3329947707757436,para
534,"[[280, 1], [308, 24]]","[0.5193661971830986, 0.014322916666666666]",85.0,"[0.5184037194885703, 0.4210362047440699]",85413.48796489878,141091.09816380663,75255.53663126631,0.6014725271843775,para
957,"[[327, 655], [351, 706]]","[0.596830985915493, 0.88671875]",119.0,"[0.47611285266457676, 0.4929065187685877]",292935.1841783118,158230.88679391457,752942.8120880127,-0.3889545771052125,para
3187,"[[356, 345], [403, 474]]","[0.6672535211267606, 0.5377604166666666]",331.0,"[0.4842393578077607, 0.5197026381212135]",5082015.195360642,1964147.661113238,18147076.641837317,-0.28040235812059255,para
1264,"[[364, 38], [414, 88]]","[0.670774647887324, 0.08333333333333333]",195.0,"[0.3329920575825267, 0.516024447753785]",594575.502934273,539311.0252430075,1073297.611111115,-0.574366936634449,para
382084,"[[0, 0], [561, 761]]","[0.5, 0.4908854166666667]",4913.0,"[0.44752207650990206, 0.5312067956954105]",4850299146.415999,3276927041.75,8972059003.158772,-0.5199614842050333,para
726,"[[398, 599], [417, 658]]","[0.7183098591549296, 0.8177083333333334]",143.0,"[0.5117768595041323, 0.49088613406795223]",203923.41879401403,80008.07240626859,748154.3230794286,-0.27402139454000185,para
92,"[[400, 676], [414, 691]]","[0.7130281690140845, 0.8893229166666666]",52.0,"[0.3057971014492754, 0.44904891304347827]",2466.732440214202,2362.9778689744107,5076.0774671766485,-0.5340003753758528,para
733,"[[403, 704], [427, 761]]","[0.727112676056338, 0.94921875]",176.0,"[0.38368349249658934, 0.4332219974596604]",132562.99022749785,81219.87340371452,630451.0230255127,-0.22486497259089783,para
326,"[[526, 743], [561, 761]]","[0.9595070422535211, 0.98046875]",167.0,"[0.5366394001363326, 0.5092024539877301]",49608.41253576142,144540.18242288232,35970.59310913086,0.3702085458932904,para
892,"[[0, 90], [30, 128]]","[0.02640845070422535, 0.13932291666666666]",120.0,"[0.4957688413134674, 0.44161779924111766]",259434.59104496767,270185.5551849826,344523.4785630965,-0.7142477862526283,cyl
622,"[[0, 132], [29, 190]]","[0.02112676056338028, 0.21354166666666666]",207.0,"[0.3865487674169346, 0.5507657093029593]",292975.51599178405,126430.50297560025,789442.1548936637,-0.36188829065878797,cyl
912,"[[0, 341], [25, 385]]","[0.01936619718309859, 0.4713541666666667]",118.0,"[0.42780026990553305, 0.46435185185185185]",197034.8467576291,150293.44063677822,511714.4306640599,-0.41429326049822923,cyl
594,"[[0, 424], [19, 468]]","[0.01232394366197183, 0.5846354166666666]",106.0,"[0.36893939393939396, 0.5581369248035914]",114173.96183153611,47637.05852633416,423749.6767883291,-0.2728215379804466,cyl
785,"[[43, 141], [65, 185]]","[0.09330985915492958, 0.21484375]",111.0,"[0.42193298255330935, 0.5266808209483369]",189380.02730936397,97453.1657688208,546450.8979644775,-0.35037400044326333,cyl
790,"[[66, 502], [92, 543]]","[0.13732394366197184, 0.6809895833333334]",107.0,"[0.45836849507735583, 0.4989752863170585]",222175.30741087144,155578.6653193809,413233.4328986269,-0.5226640218660594,cyl
425,"[[145, 1], [174, 21]]","[0.27992957746478875, 0.01171875]",91.0,"[0.4545098039215686, 0.35921568627450984]",41831.02979891065,100587.91943872758,34472.917739868164,0.4510105267377016,cyl
901,"[[147, 48], [183, 86]]","[0.29225352112676056, 0.08854166666666667]",143.0,"[0.5030146683864775, 0.5011810239335212]",315203.6828601822,368990.35772911995,415213.4489203544,-0.7488023643792148,cyl
3905,"[[172, 146], [246, 236]]","[0.36971830985915494, 0.25]",307.0,"[0.5051609048228767, 0.5065188332793966]",5936873.610035214,6636011.872359139,10234065.0625,-0.6382828874677393,cyl
19727,"[[192, 284], [310, 544]]","[0.4471830985915493, 0.5390625]",1078.0,"[0.5190892038322699, 0.4986327177797921]",170958293.38669148,91140434.50515188,411057187.46136475,-0.4093133371161676,cyl
1728,"[[280, 688], [326, 761]]","[0.5334507042253521, 0.94140625]",208.0,"[0.4900265957446808, 0.4692583208208208]",1532394.9954885545,1076769.1941083097,2767738.2685546875,-0.5333088717478973,cyl
395664,"[[0, 0], [561, 761]]","[0.5035211267605634, 0.49609375]",2979.0,"[0.3868358974353313, 0.4936899018155969]",2860879331.854867,1765349140.3645058,5355021848.284866,-0.5052464648128435,cyl
383,"[[354, 543], [363, 608]]","[0.6320422535211268, 0.7473958333333334]",144.0,"[0.46553524804177543, 0.46589920088614606]",54479.75535046213,8144.13717206406,467128.7825453013,-0.11653901726678777,cyl
133,"[[362, 620], [368, 644]]","[0.6426056338028169, 0.8229166666666666]",57.0,"[0.3995703544575725, 0.4821052631578947]",3888.110016872066,1054.822694529855,22396.79568142361,-0.17470620475188717,cyl
271,"[[379, 708], [395, 734]]","[0.6795774647887324, 0.94140625]",69.0,"[0.42131538962448445, 0.5416154161541615]",28894.939521897017,16166.035000495936,63283.586654663086,-0.44339014169666124,cyl
771,"[[56, 726], [84, 761]]","[0.125, 0.96875]",100.0,"[0.5243078849680218, 0.5085026660902147]",185685.45703125,213460.296875,298329.6904296875,-0.6730622670076596,para
171,"[[70, 195], [81, 213]]","[0.13380281690140844, 0.2669270833333333]",51.0,"[0.47855750487329435, 0.510310864881502]",8543.139900601525,6836.272713747281,19381.053553263348,-0.46874141998079366,para
1041,"[[79, 545], [107, 601]]","[0.1637323943661972, 0.7552083333333334]",159.0,"[0.46818377554738483, 0.6175404890709002]",475117.96109338326,238873.52011319812,1409560.5256347647,-0.34091448180641165,para
2626,"[[92, 649], [139, 761]]","[0.20246478873239437, 0.9192708333333334]",407.0,"[0.48875031733942625, 0.5001314290721107]",3790759.7577299736,1760825.553418224,9986110.832912866,-0.37234676545488776,para
171,"[[157, 527], [179, 546]]","[0.2975352112676056, 0.6979166666666666]",71.0,"[0.5425883549453343, 0.4295321637426901]",11987.075575850939,32565.257869842302,15575.812825520856,0.4771420162452026,para
3883,"[[124, 192], [225, 325]]","[0.3204225352112676, 0.3229166666666667]",1035.0,"[0.4650688711893222, 0.5261861025670905]",31663873.87786092,31391169.90267318,64075683.63954293,-0.5471692881661837,para
420,"[[235, 257], [268, 286]]","[0.448943661971831, 0.3489583333333333]",192.0,"[0.4122058823529412, 0.5660000000000001]",153517.76892605636,180061.59573993276,215524.68815104204,-0.727902143235231,para
444,"[[248, 732], [301, 759]]","[0.477112676056338, 0.9739583333333334]",295.0,"[0.5188479678180052, 0.44753210272873195]",362556.3324897303,1028032.8305767734,215429.13053385448,0.36428135453024996,para
3953,"[[249, 1], [316, 86]]","[0.4982394366197183, 0.06510416666666667]",244.0,"[0.49579247332628973, 0.5648580118720548]",6464247.805361465,5454246.566830178,10833457.109164793,-0.5882551649296922,para
552,"[[278, 211], [297, 267]]","[0.5070422535211268, 0.3125]",265.0,"[0.43052721088435375, 0.4717746747821936]",147250.6294014083,63959.860146796214,617304.921875,-0.24454503661783022,para
99,"[[276, 715], [299, 724]]","[0.5105633802816901, 0.9361979166666666]",96.0,"[0.41489361702127664, 0.46028368794326247]",4592.6188517825685,20983.093198274142,3377.3968861897783,0.24043598358617746,para
126398,"[[0, 1], [423, 761]]","[0.43661971830985913, 0.4765625]",7923.0,"[0.5777265202882855, 0.4805110106929789]",12995897898.935862,9607015721.15221,23512376040.600037,-0.5397749058785177,para
141,"[[317, 21], [329, 33]]","[0.5686619718309859, 0.03515625]",40.0,"[0.48063284233497, 0.46590289143480634]",4626.208894971391,6178.613683420947,6676.127395629883,-0.758538424715203,para
355,"[[324, 296], [352, 322]]","[0.5897887323943662, 0.40234375]",169.0,"[0.5580083789880761, 0.4867601246105919]",76387.36903058979,136421.12659938517,105137.91766357422,0.6844107214144131,para
260,"[[348, 508], [374, 524]]","[0.6355633802816901, 0.6692708333333334]",126.0,"[0.4799925553694398, 0.5947383978717115]",21643.844442304864,48149.14830576778,22957.99093288845,0.5218782885855195,para
277334,"[[0, 0], [561, 761]]","[0.5299295774647887, 0.515625]",8424.0,"[0.4469532033435098, 0.47545386563613684]",13424987463.670067,10460232717.523403,23815579515.817627,-0.5546129131753764,para
2151,"[[402, 242], [460, 309]]","[0.7605633802816901, 0.3580729166666667]",215.0,"[0.5039437707333602, 0.48228594087565285]",2285382.8212844785,2298261.598293982,2717663.71755473,-0.7396475147676578,para
1769,"[[440, 121], [481, 190]]","[0.8098591549295775, 0.20703125]",223.0,"[0.48331652052455965, 0.5307907193295569]",1326477.9127695863,909247.9671196206,2952434.7916412354,-0.4572601983355326,para
293,"[[470, 104], [497, 142]]","[0.8538732394366197, 0.15494791666666666]",139.0,"[0.5344262295081967, 0.40563261874737283]",57828.23262131382,77734.22042067548,106123.07530551462,-0.6650483123957724,para
471,"[[486, 278], [515, 301]]","[0.8855633802816901, 0.375]",84.0,"[0.5571125265392781, 0.4056970983722576]",78070.21897007042,145569.05893857934,57270.734375,0.5280632276892162,para
